user_id,username,email,phone,location,preferred_fuel,preferred_category,loyalty_tier,total_spent,join_date,last_login
402,parkerashley,rasmussenpaul@example.org,244-976-7672x1806,Phoenix,Electric,SUV,Bronze,6024.77,2023-05-31,2025-10-27 21:36:42.960846
403,amanda03,kwilliams@example.net,572-796-1576x143,Chicago,Electric,Sports,Gold,330.58,2025-06-30,2025-10-23 21:45:57.820175
404,ashleymullins,rowefrank@example.net,867-822-8333,Chicago,Hybrid,Sports,Platinum,5798.51,2022-12-06,2025-10-06 06:07:24.875000
405,taylorclark,fieldsstephanie@example.com,+1-223-472-9956x48102,Denver,Hybrid,Sedan,Bronze,8183.4,2023-04-06,2025-10-08 12:27:13.116155
406,triciatodd,ryan60@example.com,536-937-2932,Phoenix,Hybrid,Truck,Silver,3536.2,2025-10-13,2025-10-29 10:11:19.305410
407,carterdean,hillsusan@example.com,8424308349,Los Angeles,Electric,Sports,Gold,674.25,2023-04-16,2025-10-26 18:47:59.525743
408,dominicgarcia,stephen46@example.com,001-334-967-2740x2076,Atlanta,Electric,Sports,Gold,7000.94,2025-05-21,2025-10-23 09:44:07.292709
409,hansenlisa,robin20@example.org,001-774-804-8172x49715,Atlanta,Hybrid,SUV,Silver,7482.61,2023-12-07,2025-10-17 21:38:43.513803
410,andrewrandall,tammy15@example.com,(616)669-1520x290,Miami,Gas,Sedan,Bronze,9258.05,2024-02-09,2025-10-02 11:02:42.344797
411,snguyen,nancyaguilar@example.org,001-610-869-0937,Chicago,Gas,Sports,Silver,6683.3,2024-02-29,2025-10-30 08:19:09.629248
412,tammy54,amy70@example.org,790.339.9218x0987,Boston,Hybrid,Sedan,Bronze,3376.27,2024-07-14,2025-10-01 15:07:35.649140
413,vhall,carol22@example.net,001-359-202-1445x19396,Miami,Hybrid,SUV,Bronze,8776.79,2024-10-31,2025-10-29 21:40:54.095300
414,apalmer,tbeltran@example.org,842-994-8855x773,Atlanta,Diesel,Sedan,Bronze,5734.63,2024-04-14,2025-10-17 20:04:01.799788
415,alexanderkirby,robert24@example.org,292-756-5273,Dallas,Hybrid,Sports,Silver,8214.89,2025-03-17,2025-10-20 08:24:35.253496
416,tiffanymiller,kevinhayes@example.org,(484)595-6348x76084,Miami,Gas,Truck,Bronze,9187.45,2025-06-28,2025-10-28 15:49:32.696055
417,jennifer33,rmckee@example.com,829.969.6996,Miami,Diesel,Sports,Bronze,7459.78,2023-09-11,2025-10-07 18:25:05.078147
418,morrisdaniel,lcollins@example.com,506-966-6233x33806,Phoenix,Hybrid,Truck,Silver,9361.24,2024-07-18,2025-10-04 06:02:17.126221
419,ronaldthompson,tracylang@example.net,4996793250,Boston,Electric,SUV,Platinum,1699.88,2025-06-05,2025-10-02 14:47:52.422668
420,michael53,zachary61@example.net,510-775-6010,Dallas,Hybrid,Sports,Gold,842.81,2024-01-24,2025-10-21 16:09:26.618999
421,banderson,heather91@example.org,001-926-673-6585,Seattle,Electric,SUV,Bronze,6696.74,2024-11-11,2025-10-30 19:36:57.935438
422,tanya89,thomasdougherty@example.com,7356997013,Boston,Hybrid,Sedan,Bronze,949.22,2024-06-07,2025-10-24 12:12:43.134573
423,jacqueline14,michael96@example.net,275-882-8806x958,Chicago,Diesel,SUV,Platinum,2535.39,2024-07-30,2025-10-14 18:25:01.445307
424,tanyaadams,xpatterson@example.com,210-433-9955,Miami,Gas,Sedan,Bronze,9509.34,2025-03-18,2025-10-29 18:50:36.884252
425,bhaynes,adam75@example.com,001-319-268-3436x197,Dallas,Diesel,SUV,Bronze,8378.6,2024-03-05,2025-10-13 03:56:45.292424
426,ericalove,lparker@example.net,335.652.7644x6399,New York,Electric,Truck,Gold,8023.68,2025-02-13,2025-10-11 19:07:58.649181
427,kristie68,sarah07@example.net,+1-213-385-5995,New York,Diesel,Sports,Gold,3945.34,2024-10-16,2025-10-22 00:40:38.072648
428,tapiaandrew,mhall@example.org,563-676-0489x4718,Boston,Diesel,Sedan,Silver,1880.88,2023-04-05,2025-10-22 05:29:32.000235
429,brady76,shannonkirby@example.net,001-324-267-7510x87261,Atlanta,Hybrid,Sports,Silver,9158.22,2024-08-26,2025-10-01 11:23:16.705415
430,daniel38,xfinley@example.net,5153200978,Miami,Gas,SUV,Bronze,7956.49,2024-08-28,2025-10-05 19:34:42.749079
431,halldwayne,lwhite@example.net,001-880-944-0577,Denver,Gas,Truck,Gold,8511.67,2023-09-15,2025-10-24 21:05:19.505112
432,mooresheila,lisa63@example.org,(663)947-9086,New York,Diesel,SUV,Silver,3194.52,2025-06-23,2025-10-18 14:07:16.719846
433,ucolon,johnochoa@example.com,431-760-5828,Miami,Electric,SUV,Bronze,4172.01,2024-02-27,2025-10-20 02:38:06.131290
434,pjones,jeffreyshort@example.net,+1-592-809-5649x273,Boston,Diesel,Sedan,Bronze,5018.48,2025-02-21,2025-10-03 10:25:19.572626
435,mckaybrian,greenkathleen@example.org,932.858.2035x246,Miami,Diesel,Sports,Bronze,763.22,2024-02-26,2025-10-23 16:47:57.759440
436,annebell,uhunt@example.org,+1-660-675-2569x26150,New York,Gas,Truck,Silver,3750.23,2022-11-20,2025-10-15 20:50:57.009226
437,katelyndiaz,nicolegates@example.net,708.229.7716,New York,Diesel,Sedan,Bronze,8503.51,2023-04-07,2025-10-02 13:39:24.139701
438,paigejohnston,mendezkenneth@example.org,+1-502-736-5246,Dallas,Electric,SUV,Bronze,1296.89,2024-01-24,2025-10-31 05:46:08.855377
439,erindavis,gortega@example.com,753.424.8876,Los Angeles,Hybrid,Sports,Silver,5502.39,2023-02-28,2025-10-13 20:15:33.125855
440,jeremy12,uharrell@example.org,5137747887,Seattle,Gas,SUV,Silver,7034.18,2022-11-15,2025-10-12 03:26:12.502140
441,alanharris,patricia45@example.com,253.556.4183,Miami,Gas,SUV,Platinum,9127.7,2024-07-30,2025-10-22 00:21:13.225642
442,robert33,amoore@example.net,001-946-574-3894x015,Los Angeles,Hybrid,SUV,Platinum,6346.24,2023-01-07,2025-10-22 17:04:21.353426
443,fordhannah,goulddavid@example.com,6694871528,Denver,Electric,SUV,Silver,1648.32,2025-06-20,2025-10-04 01:48:44.537591
444,william96,mshaw@example.net,514-251-5468,New York,Diesel,Truck,Gold,4098.13,2023-10-05,2025-10-21 20:07:33.003332
445,eric61,amandamartinez@example.org,+1-641-574-0497x88018,Phoenix,Hybrid,Truck,Silver,6770.17,2025-02-27,2025-10-08 02:48:42.259515
446,tlee,millsjuan@example.org,705-919-8960x43107,Seattle,Gas,Truck,Bronze,1622.53,2023-12-19,2025-10-16 06:24:39.901703
447,jacqueline41,hardinolivia@example.com,415-576-9134x86003,Denver,Diesel,Sedan,Bronze,5834.46,2025-04-15,2025-10-13 12:24:26.273238
448,michaelbailey,michellelee@example.org,781.845.6803,Miami,Electric,Sedan,Bronze,9650.54,2024-08-13,2025-10-28 17:12:10.171278
449,vcoleman,lthomas@example.org,969-398-5151,Chicago,Electric,Sports,Bronze,866.62,2025-09-21,2025-10-11 17:00:37.108257
450,thomas46,williamsnathan@example.net,9446824620,Atlanta,Diesel,SUV,Gold,4013.37,2024-04-05,2025-10-17 07:47:57.522489
451,sheltonrobert,johncoleman@example.com,001-658-392-7454x90545,Los Angeles,Diesel,Truck,Gold,655.86,2024-12-17,2025-10-06 16:53:51.829481
452,pauljenkins,aguilardenise@example.net,+1-260-780-7824,Miami,Hybrid,Truck,Gold,1215.22,2023-04-09,2025-10-16 06:28:11.196033
453,christina07,aburgess@example.org,299.538.0302x71182,Dallas,Gas,SUV,Silver,2922.45,2025-01-24,2025-10-13 22:32:15.802063
454,ricedarrell,amber94@example.org,001-846-507-3037x32273,Atlanta,Electric,Truck,Bronze,5364.41,2023-03-06,2025-10-02 20:18:33.631652
455,jallison,williamstanya@example.org,900-501-5519x023,Chicago,Electric,Sedan,Silver,7657.32,2024-10-15,2025-10-17 18:04:12.555109
456,saundersdamon,barnesdouglas@example.org,868.654.7988x831,Boston,Gas,SUV,Gold,7291.91,2023-07-25,2025-10-07 04:50:46.809941
457,gruiz,ramoscheryl@example.net,001-214-818-3573x728,Seattle,Diesel,Sports,Bronze,6102.37,2025-10-21,2025-10-13 07:47:11.474748
458,proctorkimberly,cmckee@example.com,(771)456-4636,Dallas,Gas,Sports,Silver,4634.81,2023-09-03,2025-10-05 01:49:45.629114
459,melissa67,juliebass@example.com,3219414532,Seattle,Hybrid,Truck,Gold,1800.56,2023-08-10,2025-10-21 08:14:10.635487
460,richardmyers,tamararivera@example.com,991.819.1680,Los Angeles,Hybrid,Sports,Bronze,7598.51,2024-09-24,2025-10-23 05:26:10.082352
461,dylan75,chloe27@example.net,600-528-9969,Denver,Hybrid,Sports,Bronze,7613.04,2024-10-14,2025-10-09 21:13:00.266631
462,ptaylor,fbrown@example.com,5183193656,Dallas,Hybrid,Sports,Bronze,1233.36,2023-02-24,2025-10-06 23:28:58.703027
463,thomasbrianna,sophiagardner@example.net,(417)949-1049,Miami,Electric,SUV,Bronze,8170.48,2025-01-08,2025-10-29 01:10:20.582138
464,rogersmark,timpoole@example.org,371-274-4210,Seattle,Gas,SUV,Platinum,676.13,2024-02-16,2025-10-10 10:15:58.275772
465,hilljamie,davisdiana@example.org,+1-891-820-8393,Miami,Gas,Sports,Bronze,4309.25,2024-04-19,2025-10-13 05:13:22.836879
466,alexanderburns,davismatthew@example.org,607-296-2744x238,New York,Hybrid,Truck,Gold,8761.32,2024-03-10,2025-10-01 02:13:12.058902
467,lopezmallory,eedwards@example.org,352-864-9177x19934,Chicago,Hybrid,Truck,Platinum,5927.13,2024-08-13,2025-10-09 06:30:57.546633
468,uodom,mitchelljennifer@example.com,212.981.7740,Miami,Hybrid,Sports,Bronze,7451.53,2023-08-25,2025-10-06 10:24:41.821848
469,brittany52,lynchchristopher@example.com,(667)284-1766,Boston,Hybrid,SUV,Bronze,9675.92,2023-04-28,2025-10-26 22:54:05.380548
470,haileyzimmerman,martha82@example.net,(454)804-9018x50894,Dallas,Gas,Sedan,Platinum,5034.82,2023-05-28,2025-10-04 12:55:23.629770
471,fparker,carlross@example.net,(330)860-4705,Atlanta,Diesel,SUV,Bronze,3966.04,2023-09-27,2025-10-02 07:57:58.604460
472,kimberly93,melaniehogan@example.org,888-846-3162x53715,Seattle,Gas,SUV,Silver,5028.0,2024-10-07,2025-10-08 10:01:36.078411
473,ltorres,kbarrera@example.net,+1-992-766-0715x0766,Phoenix,Diesel,Sedan,Silver,1081.34,2025-03-13,2025-10-15 19:32:23.889639
474,katieyates,debbiekaufman@example.org,+1-480-517-3925x57688,Boston,Hybrid,Sedan,Bronze,8792.67,2023-08-09,2025-10-29 23:11:34.005652
475,daniel62,theresablanchard@example.org,955-569-8490x8968,Phoenix,Diesel,Truck,Silver,8206.46,2023-11-21,2025-10-06 18:09:49.786697
476,philipquinn,jenniferpeters@example.com,464.339.6604x194,Boston,Diesel,Sedan,Silver,8276.15,2025-04-12,2025-10-24 08:34:04.220311
477,kjohnson,batesbrett@example.net,(671)799-0065,Phoenix,Electric,SUV,Bronze,4668.99,2024-07-23,2025-10-03 12:12:07.926397
478,jeffrey53,cathy53@example.org,624-428-8279x222,Miami,Diesel,Sedan,Bronze,3733.67,2023-01-20,2025-10-24 01:05:53.424307
479,erinwhite,crystal06@example.net,319-914-1841x534,Atlanta,Hybrid,SUV,Bronze,5560.04,2024-11-11,2025-10-13 07:03:17.137197
480,juanperez,bschmitt@example.net,949.249.9371x607,Boston,Electric,Sports,Bronze,266.54,2024-11-27,2025-10-14 19:49:14.172972
481,travisreynolds,mparker@example.com,241-434-5381,New York,Gas,Sports,Gold,3270.1,2025-06-07,2025-10-29 04:43:17.290696
482,laura34,tmartin@example.net,658-590-9600x7535,New York,Diesel,Sedan,Bronze,8635.14,2023-05-12,2025-10-28 01:33:59.030680
483,hernandezkrystal,nicole51@example.net,8227941297,Boston,Hybrid,Sports,Bronze,7110.82,2024-10-27,2025-10-14 08:38:25.220215
484,robert28,rachel20@example.net,001-294-874-4658x10351,Denver,Gas,Truck,Gold,7677.35,2025-07-20,2025-10-19 19:56:09.397914
485,erinhunt,kanderson@example.com,001-832-939-9562x62215,Los Angeles,Gas,Sports,Platinum,6847.24,2025-10-06,2025-10-20 11:11:48.833198
486,connerjennifer,myersjennifer@example.org,+1-783-242-6247x6829,Chicago,Electric,Sedan,Gold,1340.77,2025-09-14,2025-10-10 00:22:54.020789
487,mooremichael,fhess@example.org,922.220.1760,Los Angeles,Gas,Sedan,Bronze,5044.53,2024-03-09,2025-10-08 16:38:47.756769
488,valdezjared,ybennett@example.com,986.827.3153,New York,Hybrid,SUV,Gold,5961.39,2023-05-16,2025-10-23 06:37:54.822801
489,olsonbrett,adambarrett@example.com,700-669-0179x08238,New York,Hybrid,Sports,Bronze,1560.54,2024-01-12,2025-10-23 00:06:18.862685
490,codystephens,alexander84@example.com,858.710.9172x9075,Boston,Gas,Sports,Gold,4353.89,2023-04-05,2025-10-18 17:16:07.005372
491,susan58,fcharles@example.com,592-896-3943x4104,Los Angeles,Electric,Sports,Gold,3107.61,2023-04-07,2025-10-18 02:57:02.462781
492,joshuajordan,dschultz@example.net,001-854-538-8115x012,Atlanta,Hybrid,Sports,Bronze,5640.01,2023-09-03,2025-10-13 15:15:51.421130
493,obrienmatthew,patrickmiller@example.org,+1-366-232-4110x032,Seattle,Electric,Sports,Gold,5809.44,2025-03-05,2025-10-30 02:03:23.202502
494,ithompson,usanders@example.com,+1-282-356-9540x82041,Miami,Electric,SUV,Bronze,7008.88,2025-01-15,2025-10-03 07:26:20.393088
495,billy45,alvarezmatthew@example.net,846.317.9724,Boston,Hybrid,SUV,Platinum,9848.48,2025-01-31,2025-10-23 08:46:21.510347
496,kaylaturner,robertbauer@example.net,001-338-881-9324x7823,Atlanta,Hybrid,Sedan,Gold,5102.31,2023-09-17,2025-10-14 23:59:42.632710
497,sanchezsamantha,jlewis@example.com,001-888-701-8885x86727,Los Angeles,Gas,Truck,Platinum,1092.91,2023-11-07,2025-10-18 14:01:23.768772
498,walkerchristopher,michaelclark@example.org,(877)361-7618x3843,Chicago,Electric,SUV,Platinum,2687.86,2025-05-30,2025-10-18 18:23:26.585994
499,brianna79,chasecheryl@example.com,001-956-930-3069x28803,Miami,Diesel,Sedan,Platinum,557.86,2022-12-03,2025-10-24 18:37:09.197465
500,hilljohn,jeffreywilliams@example.net,+1-606-351-2473x041,New York,Diesel,Sedan,Bronze,172.48,2023-11-30,2025-10-17 09:59:19.814574
501,herreraeric,nicholaswolfe@example.org,962-317-8462,New York,Diesel,Sedan,Silver,9069.63,2024-10-01,2025-10-16 18:31:47.145483
502,stacysteele,rkeith@example.com,(912)447-2067x885,Denver,Gas,Truck,Gold,328.79,2023-07-03,2025-10-29 09:10:49.188632
503,rebeccaaustin,thomascastillo@example.org,514-627-1447x386,Boston,Diesel,Sedan,Bronze,5286.34,2022-12-28,2025-10-29 01:42:26.870829
504,kimberly96,aaronguzman@example.com,369.621.2520x80673,Dallas,Hybrid,Sedan,Silver,1476.47,2024-02-09,2025-10-05 21:24:16.131588
505,robert57,martinezjeffrey@example.net,001-973-772-8301,Denver,Diesel,Sedan,Platinum,9526.5,2023-06-06,2025-10-09 01:48:36.192670
506,rrussell,xandrews@example.net,(519)735-6465x2762,Denver,Gas,Sedan,Bronze,293.28,2022-12-20,2025-10-29 14:54:06.877272
507,patty00,ashley31@example.org,5847599939,Atlanta,Hybrid,Sports,Platinum,7161.01,2023-08-01,2025-10-05 06:39:32.512899
508,mathewsjames,ikennedy@example.com,+1-941-256-7026x5296,Atlanta,Electric,Truck,Bronze,637.76,2024-01-02,2025-10-10 21:47:58.936458
509,millerjoseph,anthonyjohnson@example.com,(781)280-5709,Boston,Hybrid,Sports,Silver,301.83,2023-02-11,2025-10-17 13:46:59.855775
510,tinabrown,canderson@example.com,(359)225-1018,Phoenix,Diesel,Truck,Silver,351.57,2024-12-03,2025-10-19 14:45:31.800409
511,ronald71,esparzadiana@example.net,+1-487-851-3321x8614,Chicago,Electric,Sports,Silver,2995.47,2023-10-28,2025-10-31 04:35:35.084216
512,zjackson,david29@example.net,321.805.6533x67729,Los Angeles,Hybrid,Truck,Gold,8546.39,2025-04-11,2025-10-04 07:19:03.499133
513,parrishjason,milesbradley@example.com,677.595.8122x66586,Seattle,Hybrid,Truck,Bronze,7589.48,2023-05-09,2025-10-11 13:43:52.854510
514,cindybrown,weaverlisa@example.org,+1-535-896-5522x185,Denver,Hybrid,Sedan,Silver,6505.22,2025-10-28,2025-10-08 15:39:21.603467
515,reneeward,jerome76@example.org,001-984-836-4619x45935,Phoenix,Electric,Truck,Bronze,4000.22,2024-08-11,2025-10-03 01:51:54.059220
516,wrightchristian,mrodriguez@example.com,001-839-497-1876x89637,Los Angeles,Electric,Truck,Bronze,6225.57,2023-07-15,2025-10-10 06:45:49.690557
517,tgriffith,elizabethbrown@example.net,998-626-3443,Miami,Diesel,Sports,Platinum,128.06,2023-12-18,2025-10-16 14:18:38.534213
518,shawdaniel,derrickwhite@example.net,393.956.2361x70097,Phoenix,Electric,Sedan,Silver,8026.97,2023-01-11,2025-10-02 11:24:46.629351
519,dennisstephanie,sfrye@example.com,307-505-4565x201,Boston,Diesel,Sedan,Gold,4076.96,2024-01-13,2025-10-01 12:06:35.980858
520,donaldwilson,sarah04@example.com,(626)309-4082,Los Angeles,Diesel,Sedan,Silver,5421.85,2025-05-28,2025-10-26 06:58:31.995734
521,ravenpaul,xpowell@example.org,705-754-9454,Phoenix,Electric,SUV,Silver,5480.33,2024-05-08,2025-10-22 12:53:12.784122
522,katieking,laura71@example.com,968.428.1673,Los Angeles,Electric,SUV,Silver,117.11,2023-01-24,2025-10-22 05:12:04.233905
523,russell58,vanessa25@example.net,618.401.8760,New York,Electric,SUV,Bronze,204.92,2023-09-09,2025-10-29 01:21:05.274722
524,fmcmillan,myersmichael@example.org,897-515-6198x96465,Seattle,Electric,Truck,Bronze,9644.98,2025-01-02,2025-10-08 05:32:06.113392
525,jacquelinewest,pennyadams@example.org,283.870.5616,Dallas,Hybrid,Sedan,Bronze,8594.02,2023-06-01,2025-10-09 18:18:01.059703
526,harmonkristine,sanchezjessica@example.net,5344184646,New York,Gas,Truck,Gold,2363.45,2025-08-16,2025-10-15 07:42:02.591554
527,kristina43,hgrant@example.com,(967)429-1828x9140,Miami,Hybrid,Sports,Gold,1801.72,2023-04-18,2025-10-27 05:56:58.696090
528,john78,gabriellahodges@example.net,249.579.7651x7186,Los Angeles,Hybrid,Truck,Silver,1320.72,2023-11-26,2025-10-29 15:35:33.215464
529,cooperzachary,kcoleman@example.com,+1-432-524-9450x4745,Phoenix,Electric,Sports,Bronze,5299.6,2023-06-23,2025-10-22 16:43:22.850009
530,xfuentes,dannypowell@example.org,001-340-364-6176x11803,Miami,Electric,Truck,Bronze,9077.7,2024-02-11,2025-10-08 06:35:32.496988
531,danieljared,wilsontamara@example.com,239.412.3430x7245,Miami,Electric,Sedan,Silver,3456.54,2024-01-31,2025-10-14 18:09:00.473909
532,awheeler,stacey33@example.com,(497)619-1125,Los Angeles,Diesel,Sedan,Gold,1760.91,2024-11-20,2025-10-31 02:37:00.971204
533,henrydouglas,rgarza@example.net,+1-498-923-7669x0334,Dallas,Hybrid,Sports,Silver,8259.86,2024-02-19,2025-10-12 00:10:06.148943
534,sclark,garzajustin@example.org,740-311-3470,Atlanta,Gas,Sedan,Silver,7697.51,2023-01-18,2025-10-29 08:43:08.009139
535,ehutchinson,stevensnicholas@example.com,269.419.7877x530,Boston,Hybrid,Sports,Silver,7534.12,2024-01-07,2025-10-09 04:15:08.345442
536,josephjones,casemichele@example.org,+1-881-693-1430x962,Chicago,Electric,Truck,Bronze,2657.28,2025-01-22,2025-10-05 17:23:34.003740
537,pmartin,albert21@example.net,001-480-864-9190x794,Denver,Electric,Sedan,Bronze,756.21,2022-12-02,2025-10-13 07:50:19.967562
538,reneeaguilar,matthewhaynes@example.net,744-401-2098,Miami,Gas,Truck,Gold,8350.16,2025-02-16,2025-10-18 07:55:23.276292
539,mccoycraig,brooksstephen@example.com,268-569-3560,Atlanta,Electric,Sports,Bronze,7151.15,2023-07-25,2025-10-17 10:11:38.217959
540,ncastillo,zfoster@example.com,(384)884-9703x27074,Phoenix,Electric,Sports,Bronze,429.86,2023-06-19,2025-10-03 23:35:31.717879
541,williamskyle,stacyschmidt@example.net,(644)712-7856,Phoenix,Electric,Sedan,Gold,7644.46,2024-09-29,2025-10-25 21:14:34.915431
542,tylerbanks,emilywilkins@example.com,4982406185,Miami,Hybrid,Sports,Gold,6825.42,2025-07-26,2025-10-18 12:01:02.158774
543,ashleyrobertson,joel51@example.net,700-598-0906,New York,Gas,SUV,Gold,9166.76,2025-07-31,2025-10-06 18:50:23.875679
544,suzanne39,dylanwood@example.org,501-444-5736x6051,Denver,Gas,SUV,Gold,6545.2,2025-05-15,2025-10-01 21:01:29.654814
545,tiffanycasey,morgan58@example.org,802-834-1030x58316,Chicago,Hybrid,Truck,Bronze,6380.89,2024-09-13,2025-10-23 21:02:22.975961
546,virginia37,jarvisleonard@example.com,001-620-933-7099x9317,Los Angeles,Electric,Sedan,Silver,3733.84,2025-06-10,2025-10-11 16:39:32.751467
547,justinfrank,lindaconner@example.com,001-775-653-7559x562,Phoenix,Gas,Truck,Bronze,7682.68,2024-02-24,2025-10-03 04:33:25.100661
548,nancyreed,pamelajones@example.net,836-753-8354x1539,Seattle,Diesel,Sedan,Bronze,546.43,2023-02-15,2025-10-09 22:50:26.568356
549,coledavid,acevedozachary@example.org,473.401.6389x18980,Los Angeles,Electric,Sports,Bronze,2718.76,2025-02-17,2025-10-03 02:37:36.347871
550,cameroncasey,brookewilliams@example.net,856-850-5838x9683,New York,Diesel,Truck,Gold,338.12,2023-03-11,2025-10-05 05:06:26.777102
551,danielleavila,pamelawarner@example.org,(937)440-5648,Phoenix,Hybrid,SUV,Gold,2430.78,2025-05-02,2025-10-22 12:55:17.660263
552,larry86,michaelhampton@example.org,366.487.6664,Chicago,Diesel,Sports,Bronze,198.98,2024-08-17,2025-10-28 02:58:40.666587
553,brittanyking,christopherkelly@example.com,477.406.9066,Miami,Diesel,SUV,Gold,4861.18,2025-08-30,2025-10-07 22:51:12.364074
554,buchananmario,robert18@example.com,001-233-427-6574x399,Phoenix,Diesel,Sedan,Gold,7287.99,2023-04-26,2025-10-20 17:12:39.670127
555,anita03,john90@example.net,201-200-5907x9935,Miami,Electric,Sedan,Silver,9805.56,2024-01-06,2025-10-25 05:16:42.036984
556,christinabrown,zgreen@example.net,305.913.4317x4452,Los Angeles,Gas,Sedan,Bronze,7031.3,2025-01-22,2025-10-06 02:04:24.275808
557,vanessa53,dalton81@example.org,438.308.0254x10705,Chicago,Electric,Sedan,Bronze,7551.06,2022-11-15,2025-10-06 08:38:00.904532
558,jpowell,henrycody@example.net,(848)290-1473,Boston,Gas,Truck,Bronze,9219.48,2024-11-20,2025-10-27 13:39:15.781007
559,cowanjennifer,sara11@example.org,4738619276,Dallas,Hybrid,Truck,Bronze,2063.6,2023-10-26,2025-10-29 17:10:17.422332
560,smithlindsey,anthonymelendez@example.net,(497)667-3222x1134,Chicago,Hybrid,Sedan,Silver,2298.76,2023-01-06,2025-10-21 22:06:04.430470
561,brianwatson,obarron@example.com,(439)298-4048x70129,New York,Diesel,Sedan,Bronze,7790.82,2023-02-27,2025-10-19 09:03:52.835949
562,fmarquez,joannphillips@example.com,001-246-516-2276x1279,Phoenix,Electric,Truck,Silver,4156.76,2024-12-18,2025-10-29 11:32:22.882659
563,ehawkins,hernandezlauren@example.com,+1-858-311-1260,Phoenix,Electric,Sedan,Platinum,599.76,2025-01-10,2025-10-06 04:53:51.586957
564,josephferguson,amandameyer@example.net,001-390-879-7400x3757,Atlanta,Hybrid,SUV,Silver,8534.65,2023-03-07,2025-10-23 06:53:47.549628
565,martinezalicia,shawnpierce@example.com,001-287-679-5663x33520,Denver,Gas,SUV,Silver,5764.94,2024-06-19,2025-10-31 04:06:23.011085
566,lukesutton,ojohnson@example.org,(414)715-2411,Chicago,Diesel,SUV,Bronze,2544.98,2024-06-11,2025-10-12 15:51:48.379298
567,lauracherry,theresazamora@example.net,791.264.8092,Los Angeles,Diesel,SUV,Silver,3124.67,2022-11-06,2025-10-04 11:57:28.498752
568,nlucas,lpierce@example.net,694-534-9141x79765,New York,Electric,SUV,Gold,1788.03,2025-07-24,2025-10-09 02:24:31.998466
569,millercollin,nicolewest@example.com,318.987.4220x0204,Los Angeles,Hybrid,Truck,Bronze,6900.59,2025-01-23,2025-10-15 04:21:37.202843
570,melissaprince,sheath@example.com,(533)577-5258x91392,Boston,Hybrid,SUV,Bronze,7347.82,2023-09-24,2025-10-08 09:07:45.411361
571,ierickson,elliottkatherine@example.net,+1-678-758-3899x2654,Boston,Hybrid,SUV,Silver,5087.39,2024-11-30,2025-10-10 18:29:09.335457
572,susanrobinson,staceyschwartz@example.com,(704)773-1290x231,Denver,Hybrid,Sports,Bronze,4282.0,2023-10-18,2025-10-20 05:08:04.054602
573,bonnie26,christinewagner@example.net,(515)615-9464x82100,Chicago,Diesel,Sedan,Bronze,7286.6,2023-03-25,2025-10-03 06:31:01.967159
574,lauren10,christineconway@example.org,(987)769-1302x7110,Boston,Electric,Sports,Bronze,1287.41,2024-07-18,2025-10-21 08:31:11.515248
575,stephanieerickson,katherineburns@example.net,218.777.4898,Dallas,Diesel,Sedan,Bronze,2904.16,2025-01-07,2025-10-16 10:07:46.430348
576,oavila,tuckerroger@example.net,001-650-262-3842x3815,Chicago,Hybrid,Truck,Bronze,1588.58,2023-05-11,2025-10-11 20:25:55.589490
577,stacie72,ejuarez@example.net,942.939.1792,Dallas,Hybrid,Sports,Silver,8865.55,2025-10-19,2025-10-15 01:18:03.180853
578,juliafreeman,markhuber@example.com,282-688-8837x647,New York,Gas,Truck,Silver,1578.78,2023-08-21,2025-10-24 06:11:50.906095
579,rodgersjohn,conniestewart@example.net,455.969.8836x302,Atlanta,Electric,SUV,Bronze,3380.21,2024-07-25,2025-10-26 18:15:22.764079
580,xcarter,sschroeder@example.net,(208)462-9701,Seattle,Gas,SUV,Bronze,7807.86,2025-01-31,2025-10-01 09:00:17.752129
581,patricia70,bobsmith@example.org,+1-271-905-1720x809,Boston,Hybrid,Truck,Bronze,5745.61,2025-01-08,2025-10-06 11:57:15.738938
582,heather27,brad82@example.com,5352046470,Phoenix,Electric,Truck,Silver,2297.84,2023-09-15,2025-10-11 01:01:34.149592
583,ofry,jcannon@example.org,(422)993-7266x76308,Dallas,Hybrid,Sports,Silver,7598.77,2023-08-18,2025-10-06 13:10:08.464683
584,fuentesnathan,ojackson@example.com,(373)556-5829,Los Angeles,Diesel,Truck,Bronze,1788.0,2022-11-13,2025-10-01 08:53:26.550539
585,olivia27,chadmartinez@example.com,675.906.2555x980,Seattle,Hybrid,Sedan,Bronze,6507.78,2025-07-05,2025-10-12 07:39:22.559577
586,glenda46,david65@example.org,+1-829-968-4551x214,Boston,Hybrid,SUV,Gold,8515.35,2025-07-13,2025-10-06 07:10:53.969398
587,curtis12,moorewilliam@example.net,397.591.4175,New York,Electric,Sports,Bronze,2523.25,2025-01-12,2025-10-30 02:07:23.908850
588,john18,sheilabrown@example.com,+1-573-566-6596x20344,Chicago,Electric,Sedan,Platinum,4337.28,2023-10-24,2025-10-22 19:15:16.957157
589,jeffrey49,wilsonlinda@example.org,001-879-522-7363,Miami,Electric,SUV,Platinum,8620.24,2023-02-11,2025-10-11 20:15:31.953372
590,leegregory,robertrodriguez@example.org,756.239.4573,Seattle,Gas,Sports,Silver,6266.59,2023-05-06,2025-10-22 00:58:39.460703
